Sensor_ID,Timestamp,Voltage (V),Current (A),Temperature (°C),Power (W),Humidity (%),Vibration (m/s²),Equipment_ID,Operational Status,Fault Status,Failure Type,Last Maintenance Date,Maintenance Type,Failure History,Repair Time (hrs),Maintenance Costs (USD),Ambient Temperature (°C),Ambient Humidity (%),External Factors,X,Y,Z,Equipment Relationship,Equipment Criticality,Fault Detected,Predictive Maintenance Trigger
S_249,2024-01-11 08:00:00,118,0.8,28,94.4,48,0.35,E_49,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,48,48,8,Dependent,High,0,1
S_250,2024-01-11 09:00:00,119,0.9,29,107.1,49,0.4,E_50,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,49,49,9,Independent,Medium,1,0
S_251,2024-01-11 10:00:00,110,0.5,20,55.0,40,0.2,E_1,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,50,0,10,Dependent,High,0,0
S_252,2024-01-11 11:00:00,111,0.6,21,66.6,41,0.25,E_2,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,51,1,11,Dependent,Medium,0,0
S_253,2024-01-11 12:00:00,112,0.7,22,78.4,42,0.3,E_3,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,52,2,12,Independent,High,1,1
S_254,2024-01-11 13:00:00,113,0.8,23,90.4,43,0.35,E_4,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,53,3,13,Dependent,Medium,0,0
S_255,2024-01-11 14:00:00,114,0.9,24,102.6,44,0.4,E_5,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,54,4,14,Dependent,High,0,0
S_256,2024-01-11 15:00:00,115,0.5,25,57.5,45,0.2,E_6,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,55,5,15,Independent,Medium,1,0
S_257,2024-01-11 16:00:00,116,0.6,26,69.6,46,0.25,E_7,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,56,6,16,Dependent,High,0,1
S_258,2024-01-11 17:00:00,117,0.7,27,81.9,47,0.3,E_8,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,57,7,17,Dependent,Medium,0,0
S_259,2024-01-11 18:00:00,118,0.8,28,94.4,48,0.35,E_9,Operational,Fault Detected,None,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,58,8,18,Independent,High,1,0
S_260,2024-01-11 19:00:00,119,0.9,29,107.1,49,0.4,E_10,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,59,9,19,Dependent,Medium,0,0
S_261,2024-01-11 20:00:00,110,0.5,20,55.0,40,0.2,E_11,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,60,10,20,Dependent,High,0,1
S_262,2024-01-11 21:00:00,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,61,11,21,Independent,Medium,1,0
S_263,2024-01-11 22:00:00,112,0.7,22,78.4,42,0.3,E_13,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,62,12,22,Dependent,High,0,0
S_264,2024-01-11 23:00:00,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,63,13,23,Dependent,Medium,0,0
S_265,2024-01-12 00:00:00,114,0.9,24,102.6,44,0.4,E_15,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,64,14,24,Independent,High,1,1
S_266,2024-01-12 01:00:00,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,65,15,25,Dependent,Medium,0,0
S_267,2024-01-12 02:00:00,116,0.6,26,69.6,46,0.25,E_17,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,66,16,26,Dependent,High,0,0
S_268,2024-01-12 03:00:00,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,67,17,27,Independent,Medium,1,0
S_269,2024-01-12 04:00:00,118,0.8,28,94.4,48,0.35,E_19,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,68,18,28,Dependent,High,0,1
S_270,2024-01-12 05:00:00,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,69,19,29,Dependent,Medium,0,0
S_271,2024-01-12 06:00:00,110,0.5,20,55.0,40,0.2,E_21,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,70,20,0,Independent,High,1,0
S_272,2024-01-12 07:00:00,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,71,21,1,Dependent,Medium,0,0
S_273,2024-01-12 08:00:00,112,0.7,22,78.4,42,0.3,E_23,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,72,22,2,Dependent,High,0,1
S_274,2024-01-12 09:00:00,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,73,23,3,Independent,Medium,1,0
S_275,2024-01-12 10:00:00,114,0.9,24,102.6,44,0.4,E_25,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,74,24,4,Dependent,High,0,0
S_276,2024-01-12 11:00:00,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,75,25,5,Dependent,Medium,0,0
S_277,2024-01-12 12:00:00,116,0.6,26,69.6,46,0.25,E_27,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,76,26,6,Independent,High,1,1
S_278,2024-01-12 13:00:00,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,77,27,7,Dependent,Medium,0,0
S_279,2024-01-12 14:00:00,118,0.8,28,94.4,48,0.35,E_29,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,78,28,8,Dependent,High,0,0
S_280,2024-01-12 15:00:00,119,0.9,29,107.1,49,0.4,E_30,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,79,29,9,Independent,Medium,1,0
S_281,2024-01-12 16:00:00,110,0.5,20,55.0,40,0.2,E_31,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,80,30,10,Dependent,High,0,1
S_282,2024-01-12 17:00:00,111,0.6,21,66.6,41,0.25,E_32,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,81,31,11,Dependent,Medium,0,0
S_283,2024-01-12 18:00:00,112,0.7,22,78.4,42,0.3,E_33,Operational,Fault Detected,None,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,82,32,12,Independent,High,1,0
S_284,2024-01-12 19:00:00,113,0.8,23,90.4,43,0.35,E_34,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,83,33,13,Dependent,Medium,0,0
S_285,2024-01-12 20:00:00,114,0.9,24,102.6,44,0.4,E_35,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,84,34,14,Dependent,High,0,1
S_286,2024-01-12 21:00:00,115,0.5,25,57.5,45,0.2,E_36,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,85,35,15,Independent,Medium,1,0
S_287,2024-01-12 22:00:00,116,0.6,26,69.6,46,0.25,E_37,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,86,36,16,Dependent,High,0,0
S_288,2024-01-12 23:00:00,117,0.7,27,81.9,47,0.3,E_38,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,87,37,17,Dependent,Medium,0,0
S_289,2024-01-13 00:00:00,118,0.8,28,94.4,48,0.35,E_39,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,88,38,18,Independent,High,1,1
S_290,2024-01-13 01:00:00,119,0.9,29,107.1,49,0.4,E_40,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,89,39,19,Dependent,Medium,0,0
S_291,2024-01-13 02:00:00,110,0.5,20,55.0,40,0.2,E_41,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,90,40,20,Dependent,High,0,0
S_292,2024-01-13 03:00:00,111,0.6,21,66.6,41,0.25,E_42,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,91,41,21,Independent,Medium,1,0
S_293,2024-01-13 04:00:00,112,0.7,22,78.4,42,0.3,E_43,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,92,42,22,Dependent,High,0,1
S_294,2024-01-13 05:00:00,113,0.8,23,90.4,43,0.35,E_44,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,93,43,23,Dependent,Medium,0,0
S_295,2024-01-13 06:00:00,114,0.9,24,102.6,44,0.4,E_45,Operational,Fault Detected,None,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,94,44,24,Independent,High,1,0
S_296,2024-01-13 07:00:00,115,0.5,25,57.5,45,0.2,E_46,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,95,45,25,Dependent,Medium,0,0
S_297,2024-01-13 08:00:00,116,0.6,26,69.6,46,0.25,E_47,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,96,46,26,Dependent,High,0,1
S_298,2024-01-13 09:00:00,117,0.7,27,81.9,47,0.3,E_48,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,97,47,27,Independent,Medium,1,0
S_299,2024-01-13 10:00:00,118,0.8,28,94.4,48,0.35,E_49,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,98,48,28,Dependent,High,0,0
S_300,2024-01-13 11:00:00,119,0.9,29,107.1,49,0.4,E_50,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,99,49,29,Dependent,Medium,0,0
S_301,2024-01-13 12:00:00,110,0.5,20,55.0,40,0.2,E_1,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,0,0,0,Independent,High,1,1
S_302,2024-01-13 13:00:00,111,0.6,21,66.6,41,0.25,E_2,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,1,1,1,Dependent,Medium,0,0
S_303,2024-01-13 14:00:00,112,0.7,22,78.4,42,0.3,E_3,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,2,2,2,Dependent,High,0,0
S_304,2024-01-13 15:00:00,113,0.8,23,90.4,43,0.35,E_4,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,3,3,3,Independent,Medium,1,0
S_305,2024-01-13 16:00:00,114,0.9,24,102.6,44,0.4,E_5,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,4,4,4,Dependent,High,0,1
S_306,2024-01-13 17:00:00,115,0.5,25,57.5,45,0.2,E_6,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,5,5,5,Dependent,Medium,0,0
S_307,2024-01-13 18:00:00,116,0.6,26,69.6,46,0.25,E_7,Operational,Fault Detected,None,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,6,6,6,Independent,High,1,0
S_308,2024-01-13 19:00:00,117,0.7,27,81.9,47,0.3,E_8,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,7,7,7,Dependent,Medium,0,0
S_309,2024-01-13 20:00:00,118,0.8,28,94.4,48,0.35,E_9,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,8,8,8,Dependent,High,0,1
S_310,2024-01-13 21:00:00,119,0.9,29,107.1,49,0.4,E_10,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,9,9,9,Independent,Medium,1,0
S_311,2024-01-13 22:00:00,110,0.5,20,55.0,40,0.2,E_11,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,10,10,10,Dependent,High,0,0
S_312,2024-01-13 23:00:00,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,11,11,11,Dependent,Medium,0,0
S_313,2024-01-14 00:00:00,112,0.7,22,78.4,42,0.3,E_13,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,12,12,12,Independent,High,1,1
S_314,2024-01-14 01:00:00,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,13,13,13,Dependent,Medium,0,0
S_315,2024-01-14 02:00:00,114,0.9,24,102.6,44,0.4,E_15,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,14,14,14,Dependent,High,0,0
S_316,2024-01-14 03:00:00,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,15,15,15,Independent,Medium,1,0
S_317,2024-01-14 04:00:00,116,0.6,26,69.6,46,0.25,E_17,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,16,16,16,Dependent,High,0,1
S_318,2024-01-14 05:00:00,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,17,17,17,Dependent,Medium,0,0
S_319,2024-01-14 06:00:00,118,0.8,28,94.4,48,0.35,E_19,Operational,Fault Detected,None,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,18,18,18,Independent,High,1,0
S_320,2024-01-14 07:00:00,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,19,19,19,Dependent,Medium,0,0
S_321,2024-01-14 08:00:00,110,0.5,20,55.0,40,0.2,E_21,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,20,20,20,Dependent,High,0,1
S_322,2024-01-14 09:00:00,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,21,21,21,Independent,Medium,1,0
S_323,2024-01-14 10:00:00,112,0.7,22,78.4,42,0.3,E_23,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,22,22,22,Dependent,High,0,0
S_324,2024-01-14 11:00:00,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,23,23,23,Dependent,Medium,0,0
S_325,2024-01-14 12:00:00,114,0.9,24,102.6,44,0.4,E_25,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,24,24,24,Independent,High,1,1
S_326,2024-01-14 13:00:00,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,25,25,25,Dependent,Medium,0,0
S_327,2024-01-14 14:00:00,116,0.6,26,69.6,46,0.25,E_27,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,26,26,26,Dependent,High,0,0
S_328,2024-01-14 15:00:00,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,27,27,27,Independent,Medium,1,0
S_329,2024-01-14 16:00:00,118,0.8,28,94.4,48,0.35,E_29,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,28,28,28,Dependent,High,0,1
S_330,2024-01-14 17:00:00,119,0.9,29,107.1,49,0.4,E_30,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,29,29,29,Dependent,Medium,0,0
S_331,2024-01-14 18:00:00,110,0.5,20,55.0,40,0.2,E_31,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,30,30,0,Independent,High,1,0
S_332,2024-01-14 19:00:00,111,0.6,21,66.6,41,0.25,E_32,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,31,31,1,Dependent,Medium,0,0
S_333,2024-01-14 20:00:00,112,0.7,22,78.4,42,0.3,E_33,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,32,32,2,Dependent,High,0,1
S_334,2024-01-14 21:00:00,113,0.8,23,90.4,43,0.35,E_34,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,33,33,3,Independent,Medium,1,0
S_335,2024-01-14 22:00:00,114,0.9,24,102.6,44,0.4,E_35,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,34,34,4,Dependent,High,0,0
S_336,2024-01-14 23:00:00,115,0.5,25,57.5,45,0.2,E_36,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,35,35,5,Dependent,Medium,0,0
S_337,2024-01-15 00:00:00,116,0.6,26,69.6,46,0.25,E_37,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,36,36,6,Independent,High,1,1
S_338,2024-01-15 01:00:00,117,0.7,27,81.9,47,0.3,E_38,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,37,37,7,Dependent,Medium,0,0
S_339,2024-01-15 02:00:00,118,0.8,28,94.4,48,0.35,E_39,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,38,38,8,Dependent,High,0,0
S_340,2024-01-15 03:00:00,119,0.9,29,107.1,49,0.4,E_40,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,39,39,9,Independent,Medium,1,0
S_341,2024-01-15 04:00:00,110,0.5,20,55.0,40,0.2,E_41,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,40,40,10,Dependent,High,0,1
S_342,2024-01-15 05:00:00,111,0.6,21,66.6,41,0.25,E_42,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,41,41,11,Dependent,Medium,0,0
S_343,2024-01-15 06:00:00,112,0.7,22,78.4,42,0.3,E_43,Operational,Fault Detected,None,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,42,42,12,Independent,High,1,0
S_344,2024-01-15 07:00:00,113,0.8,23,90.4,43,0.35,E_44,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,43,43,13,Dependent,Medium,0,0
S_345,2024-01-15 08:00:00,114,0.9,24,102.6,44,0.4,E_45,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,44,44,14,Dependent,High,0,1
S_346,2024-01-15 09:00:00,115,0.5,25,57.5,45,0.2,E_46,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,45,45,15,Independent,Medium,1,0
S_347,2024-01-15 10:00:00,116,0.6,26,69.6,46,0.25,E_47,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,46,46,16,Dependent,High,0,0
S_348,2024-01-15 11:00:00,117,0.7,27,81.9,47,0.3,E_48,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,47,47,17,Dependent,Medium,0,0
S_349,2024-01-15 12:00:00,118,0.8,28,94.4,48,0.35,E_49,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,48,48,18,Independent,High,1,1
S_350,2024-01-15 13:00:00,119,0.9,29,107.1,49,0.4,E_50,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,49,49,19,Dependent,Medium,0,0
S_351,2024-01-15 14:00:00,110,0.5,20,55.0,40,0.2,E_1,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,50,0,20,Dependent,High,0,0
S_352,2024-01-15 15:00:00,111,0.6,21,66.6,41,0.25,E_2,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,51,1,21,Independent,Medium,1,0
S_353,2024-01-15 16:00:00,112,0.7,22,78.4,42,0.3,E_3,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,52,2,22,Dependent,High,0,1
S_354,2024-01-15 17:00:00,113,0.8,23,90.4,43,0.35,E_4,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,53,3,23,Dependent,Medium,0,0
S_355,2024-01-15 18:00:00,114,0.9,24,102.6,44,0.4,E_5,Operational,Fault Detected,None,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,54,4,24,Independent,High,1,0
S_356,2024-01-15 19:00:00,115,0.5,25,57.5,45,0.2,E_6,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,55,5,25,Dependent,Medium,0,0
S_357,2024-01-15 20:00:00,116,0.6,26,69.6,46,0.25,E_7,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,56,6,26,Dependent,High,0,1
S_358,2024-01-15 21:00:00,117,0.7,27,81.9,47,0.3,E_8,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,57,7,27,Independent,Medium,1,0
S_359,2024-01-15 22:00:00,118,0.8,28,94.4,48,0.35,E_9,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,58,8,28,Dependent,High,0,0
S_360,2024-01-15 23:00:00,119,0.9,29,107.1,49,0.4,E_10,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,59,9,29,Dependent,Medium,0,0
S_361,2024-01-16 00:00:00,110,0.5,20,55.0,40,0.2,E_11,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,60,10,0,Independent,High,1,1
S_362,2024-01-16 01:00:00,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,61,11,1,Dependent,Medium,0,0
S_363,2024-01-16 02:00:00,112,0.7,22,78.4,42,0.3,E_13,Operational,No Fault,None,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,62,12,2,Dependent,High,0,0
S_364,2024-01-16 03:00:00,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,63,13,3,Independent,Medium,1,0
S_365,2024-01-16 04:00:00,114,0.9,24,102.6,44,0.4,E_15,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,64,14,4,Dependent,High,0,1
S_366,2024-01-16 05:00:00,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,65,15,5,Dependent,Medium,0,0
S_367,2024-01-16 06:00:00,116,0.6,26,69.6,46,0.25,E_17,Operational,Fault Detected,None,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,66,16,6,Independent,High,1,0
S_368,2024-01-16 07:00:00,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,67,17,7,Dependent,Medium,0,0
S_369,2024-01-16 08:00:00,118,0.8,28,94.4,48,0.35,E_19,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,68,18,8,Dependent,High,0,1
S_370,2024-01-16 09:00:00,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,Fault Detected,None,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,69,19,9,Independent,Medium,1,0
S_371,2024-01-16 10:00:00,110,0.5,20,55.0,40,0.2,E_21,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,70,20,10,Dependent,High,0,0
S_372,2024-01-16 11:00:00,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,71,21,11,Dependent,Medium,0,0
S_373,2024-01-16 12:00:00,112,0.7,22,78.4,42,0.3,E_23,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,72,22,12,Independent,High,1,1
S_374,2024-01-16 13:00:00,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,No Fault,None,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,73,23,13,Dependent,Medium,0,0
